org,name,language,license,version,has_codemeta,has_citation,has_zenodo
fieldtrip,fieldtrip,MATLAB,GPL-3.0,r10442,FALSE,FALSE,FALSE
tum-i4,CODASPY2022,NA,NA,submitted,FALSE,FALSE,FALSE
rjkilpatrick,dlearn,D,MIT,v0.0.2,FALSE,FALSE,FALSE
philips-labs,comparison-clustering-longitudinal-data,R,GPL-2.0,NA,FALSE,FALSE,FALSE
TNO-MPC,dpaillier,Go,Apache-2.0,v1.0.0,FALSE,FALSE,FALSE
PSL-Chartes-HTR-Students,HN2021-Kovalewsky-1893,NA,NA,1.0,FALSE,FALSE,FALSE
kbelisar,datalark,R,NA,v1.0.0,FALSE,FALSE,FALSE
gipso,refstudio,R,NA,NA,TRUE,FALSE,FALSE
berzentine,NER,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
nsalminen,HMDRemoval,Python,NA,NA,FALSE,FALSE,FALSE
SNMS95,tensorflow_optimization_functions,Python,NA,NA,FALSE,FALSE,FALSE
iamtekson,leaflet-geoserver-request,JavaScript,MIT,v1.2.2,FALSE,FALSE,FALSE
azulqarni,graph-coloring,C,NA,NA,FALSE,FALSE,FALSE
kimbring2,MOBA_RL,Python,MIT,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti1-7946100-07-procrastinacao,JavaScript,CC-BY-4.0,NA,FALSE,FALSE,FALSE
puzzlef,sum-cuda-memcpy-vs-inplace,C++,MIT,1.0.0,FALSE,FALSE,FALSE
vincentpainchaud,PopNet,Python,MIT,v1.0.0,FALSE,FALSE,FALSE
Adolfojara,sisbioplant,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
stephanieHines,Thesis,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
Socrats,EGTTools,C++,GPL-3.0,v0.1.9,FALSE,FALSE,FALSE
marekdedic,DP-presentation,TeX,NA,NA,FALSE,FALSE,FALSE
bgillesp,sage-zonotopal-algebra,Python,NA,NA,FALSE,FALSE,FALSE
davanstrien,flyswot,Python,MIT,v0.3.1,FALSE,FALSE,FALSE
Almeida-FilhoDG,ConcatMiniscope,MATLAB,GPL-3.0,v1.0.0-beta,FALSE,FALSE,FALSE
th-koeln-intia,intia-portal,SCSS,NA,NA,FALSE,FALSE,FALSE
kiqpo,kiqpo,Python,MIT,1.0.0,FALSE,FALSE,FALSE
GeostatsGuy,GeoDataSets,NA,MIT,GeoDataSetsv0.0.1,FALSE,FALSE,FALSE
Shape-Fragments,pySHACL-fragments,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
patil-suraj,question_generation,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
foerstner-lab,READemption,Python,ISC,v1.0.5,FALSE,FALSE,FALSE
ExpertVelouze57,Project_IOT_Alarm,C,NA,NA,FALSE,FALSE,FALSE
semantic-systems,KGQA-datasets,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
esi-neuroscience,syncopy,Python,BSD-3-Clause,v0.1b2,FALSE,FALSE,FALSE
CoppeliaRobotics,simExtRuckig,Mathematica,NA,coppeliasim-v4.3.0,FALSE,FALSE,FALSE
cdrcybr,STI-Thesis,NA,NA,v1.0.0,FALSE,FALSE,FALSE
evildmp,diataxis-documentation-framework,CSS,NA,NA,FALSE,FALSE,FALSE
gipso,iramuteqlike,R,NA,v0.1.0,TRUE,FALSE,FALSE
lperozzi,dash-tutorial,Python,NA,NA,FALSE,FALSE,FALSE
martijnbroekman,image-segmentation,Python,NA,NA,FALSE,FALSE,FALSE
ma7555,kerasgen,Python,MIT,v0.1.2,FALSE,FALSE,FALSE
hrl-team,Data_depression,MATLAB,NA,NA,FALSE,FALSE,FALSE
ElenaChernaya,Task_32_3_PROTO2,C++,NA,NA,FALSE,FALSE,FALSE
MarcelRobeer,ContrastiveExplanation,Python,BSD-3-Clause,v0.2,FALSE,FALSE,FALSE
nschorgh,Planetary-Code-Collection,Fortran,NA,v1.1.8,FALSE,FALSE,FALSE
TheAlbertDev,get-orcid-publications,JavaScript,MIT,v0.1.0,FALSE,FALSE,FALSE
matteocorti,check_ssl_cert,Shell,NA,v2.24.0,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,PLF-ES-2021-2-TI1-7946100-violencia-contra-mulher,HTML,CC-BY-4.0,NA,FALSE,FALSE,FALSE
xyjigsaw,DeepScience,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
wiberlin,mc-crawler,Rust,MIT,v0.2.0,FALSE,FALSE,FALSE
namya-baijal,crater-scaling,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
cake-lab,CremeBrulee,Python,MIT,NA,FALSE,FALSE,FALSE
caltechlibrary,sidetrack,Python,NA,v2.0.1,TRUE,FALSE,FALSE
OldScripter,Search-in-files,C++,NA,NA,FALSE,FALSE,FALSE
cvxgrp,scs,C,MIT,v3.0.0,FALSE,FALSE,FALSE
pswpswpsw,nif,Python,LGPL-2.1,NA,FALSE,FALSE,FALSE
jddurand,c-marpaESLIF,C,MIT,v12,FALSE,FALSE,FALSE
ARTS-Laboratory,Paper-Progress-towards-data-driven-high-rate-structural-state-estimation-on-edge-computing-devices,Python,CC-BY-SA-4.0,NA,FALSE,FALSE,FALSE
nims-dpfc,mdr-schema,NA,CC-BY-4.0,2.0.0,FALSE,FALSE,FALSE
allisonfeeney,guid-data,HTML,NA,NA,FALSE,FALSE,FALSE
extratone,macOSsystemsounds,HTML,NA,NA,FALSE,FALSE,FALSE
daniel-bogdoll,deep_generative_models,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
aldma,qpdo,C,GPL-3.0,NA,FALSE,FALSE,FALSE
cytomining,pycytominer,Python,BSD-3-Clause,v0.1,FALSE,FALSE,FALSE
BombayBrownBoy09,OfflineRL,Python,MIT,v0.91,FALSE,FALSE,FALSE
cau-riken,zaviewer,JavaScript,Apache-2.0,NA,FALSE,FALSE,FALSE
GoingKim,Project-waste_plastic_instance_segmentation,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
bharathbolla,Casting,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
bvreede,zenodo_upload,Shell,NA,NA,FALSE,FALSE,FALSE
icco,locative.garden,TypeScript,NA,NA,FALSE,FALSE,FALSE
HTR-United,lectaurep-repertoires,NA,CC-BY-4.0,v1.0,FALSE,FALSE,FALSE
Yu-Group,veridical-flow,Jupyter Notebook,MIT,v0.1.1,FALSE,FALSE,FALSE
hsp-iit,roft,Python,GPL-2.0,v1.0.1,FALSE,FALSE,FALSE
extratone,amanda,JavaScript,NA,NA,FALSE,FALSE,FALSE
warint,Req,R,NA,NA,FALSE,FALSE,FALSE
sappelhoff,ecomp_experiment,Python,MIT,2022.1.0,FALSE,FALSE,FALSE
r02222044,AIPI-530-TakeHome,Python,MIT,NA,FALSE,FALSE,FALSE
classifier-calibration,PyCalib,Python,BSD-3-Clause,v0.1.0.dev0,FALSE,FALSE,FALSE
SISVSE,mmdetection,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
emma-model,EMMA,Jupyter Notebook,NA,v1.0,FALSE,FALSE,FALSE
asjadnaqvi,DiD,HTML,MIT,NA,FALSE,FALSE,FALSE
eritup45,VRDL_Final_project_detection_Swin,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
neelsoumya,dsSurvival,R,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
sufyanshk,RLD,Shell,GPL-3.0,NA,FALSE,FALSE,FALSE
esi-neuroscience,acme,Python,BSD-3-Clause,v0.2,FALSE,FALSE,FALSE
lukassnoek,introPy,Jupyter Notebook,NA,v0.2.0,FALSE,FALSE,FALSE
baharalidurrani,fyp,EJS,GPL-3.0,v1.1.0,FALSE,FALSE,FALSE
rsdoiel,Artemis,HTML,NA,NA,TRUE,FALSE,FALSE
genometube,genometube.github.io,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
gerardommc,Potential-snake-abundance-models,R,NA,v0.0,FALSE,FALSE,FALSE
IA-for-Space,Improve-MBSE-ML,Jupyter Notebook,GPL-3.0,NA,FALSE,FALSE,FALSE
pierreGouedard,datalab,Python,NA,NA,FALSE,FALSE,FALSE
gdurin,mokas,Python,NA,v0.8.2,FALSE,FALSE,FALSE
aabs7,InsertionSort_vs_SelectionSort,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
hnguyen19,Template,NA,NA,NA,FALSE,FALSE,FALSE
drone-vision,NITRDrone-Dataset,Python,MIT,NA,FALSE,FALSE,FALSE
0MATRIX0,COMP3100-Project,Java,NA,NA,FALSE,FALSE,FALSE
everettvacek,Offset_central_stop,Jupyter Notebook,NA,v1.0.0,FALSE,FALSE,FALSE
imai-ry,lidardrivers,C++,NA,NA,FALSE,FALSE,FALSE
philipptempel,matlab-tooling,MATLAB,NA,NA,FALSE,FALSE,FALSE
leo4812,ArduinoLabTemplate,C++,NA,NA,FALSE,FALSE,FALSE
Oktan89,32_1,C++,NA,NA,FALSE,FALSE,FALSE
fbagci,vision-deployment-framework,Python,NA,NA,FALSE,FALSE,FALSE
davidsneighbour,hugo-matomo,Shell,MIT,v0.1.0,FALSE,FALSE,FALSE
IMAGO-Catalogues-Jjanes,cataloguesSegmentationOCR,Python,NA,NewCatalogs2,FALSE,FALSE,FALSE
shibing624,similarities,Python,Apache-2.0,1.0.1,FALSE,FALSE,FALSE
bkader,Skada-Cata,Lua,MIT,1.8.75,FALSE,FALSE,FALSE
lbinter,gcd,Java,NA,v2.0.alpha,FALSE,FALSE,TRUE
phenology,cgc,Python,Apache-2.0,v0.6.2,FALSE,FALSE,TRUE
TaehaKim-Kor,EVCIDNet,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
HCMUS-ROBOTICS,ssdf-nncore,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
TheAlbertDev,pcb-esp32-imu,NA,NA,v0.2.0,FALSE,FALSE,FALSE
tbassman,CMS-evaluation-paper,MATLAB,MIT,NA,FALSE,FALSE,FALSE
lordofwill,AiffelCodeworks,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
lab-archeologia-digitale,BraDypUS,JavaScript,AGPL-3.0,v4.2.0,FALSE,FALSE,FALSE
DeepRank,Deeprank-GNN,Python,Apache-2.0,1.4.0,FALSE,FALSE,FALSE
mpusz,units,C++,MIT,v0.7.0,FALSE,FALSE,FALSE
PSL-Chartes-HTR-Students,TNAH-2021-Projet-Correspondance-Berlioz,NA,NA,1.0,FALSE,FALSE,FALSE
behnamh217rn21,PCA_v1,Python,MIT,1.5.5,FALSE,FALSE,FALSE
nextflow-io,nextflow,Groovy,Apache-2.0,v22.03.1-edge,FALSE,FALSE,FALSE
TNO-MPC,mpyc.secure_learning,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
cosmoscout,cosmoscout-vr,C++,NA,v1.5.0,FALSE,FALSE,FALSE
mobiletonster,blogposts,NA,NA,NA,FALSE,FALSE,FALSE
oren11,Isca,Fortran,GPL-3.0,v1.0,FALSE,FALSE,FALSE
Mosquito-Alert,sampling_effort_data,NA,CC0-1.0,v2022.04.07,FALSE,FALSE,FALSE
HCMUS-ROBOTICS,ssdf-datasets,NA,GPL-3.0,NA,FALSE,FALSE,FALSE
Green-Software-Foundation,software_carbon_intensity,NA,NA,NA,FALSE,FALSE,FALSE
naturalness,sensibility,Python,Apache-2.0,saner2018-submission,FALSE,FALSE,FALSE
ohkriss,TroveInternal,C++,NA,NA,FALSE,FALSE,FALSE
proangelica,DiscriminationCheck,Python,NA,NA,FALSE,FALSE,FALSE
microsoft,msticpy,Python,NA,v1.7.5,FALSE,FALSE,FALSE
cau-se,titan-ccp-stats,Java,Apache-2.0,NA,FALSE,FALSE,FALSE
DeVagorumOrdine,DeVagorumOrdine.github.io,HTML,NA,NA,FALSE,FALSE,FALSE
ExtremeFLOW,neko,Fortran,NA,v0.3.1,FALSE,FALSE,FALSE
fair-data,fairdatapoint-client,Python,Apache-2.0,0.1.1,FALSE,FALSE,FALSE
inbo,checklist,R,GPL-3.0,v0.2.3,FALSE,FALSE,TRUE
UoMMIB,OceanInsightUVVIS,Python,MIT,v2.0.0,FALSE,FALSE,FALSE
scipion-ed,scipion-ed,Python,GPL-3.0,v3!1.0.0,FALSE,FALSE,FALSE
IHCantabria,NEOPRENE,Jupyter Notebook,GPL-3.0,v1.0.0,FALSE,FALSE,TRUE
carlesfernandez,gnss-sdr,C++,GPL-3.0,v0.0.16,FALSE,FALSE,FALSE
mdrafiqulrabin,SIVAND,Python,MIT,v1.0,FALSE,FALSE,FALSE
NorthernWidget,MCP3421,C++,GPL-3.0,v1.0.1,FALSE,FALSE,FALSE
atrisovic,update-cff,Python,NA,v1.0.1,FALSE,FALSE,FALSE
puzzlef,pagerank-handle-dead-ends,C++,MIT,1.0.0,FALSE,FALSE,FALSE
solarchemist,uvvistauc,R,GPL-3.0,v0.4.1,FALSE,FALSE,FALSE
rmnldwg,lymph,Python,MIT,0.3.8,FALSE,FALSE,FALSE
thomgrand,cartoreader-lite,Python,AGPL-3.0,v1.0.1,FALSE,FALSE,FALSE
yuanxiesa,pubmed_oa_citation_context_harvester,Python,MIT,NA,FALSE,FALSE,FALSE
marekdedic,FluxUrl.jl,Julia,NA,NA,FALSE,FALSE,FALSE
TEI4HTR,page2tei,XSLT,CC-BY-4.0,NA,FALSE,FALSE,FALSE
geospace-code,h5fortran,Fortran,BSD-3-Clause,v4.5.0,TRUE,FALSE,FALSE
bestzy6,kiekerSQL,Java,Apache-2.0,v1.15-sql,TRUE,FALSE,FALSE
arm61,uravu,Python,MIT,1.2.5,FALSE,FALSE,TRUE
jae608,ThroughLineLP,Python,NA,NA,FALSE,FALSE,FALSE
eribean,girth,Python,MIT,vMarch2020.0,FALSE,FALSE,FALSE
yikoudamifan,mmaction_new_1,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
opavon,ThesisTemplate,NA,NA,v1.0.0,FALSE,FALSE,FALSE
BNN-UPC,ignnition,Python,Apache-2.0,v1.5.1,FALSE,FALSE,FALSE
TORTADEMANZANA023,nombre,Python,GPL-3.0,v1.0,FALSE,FALSE,FALSE
wdika,mridc,Python,Apache-2.0,v.0.0.1,FALSE,FALSE,FALSE
zhenyuw16,noisyboundaries,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
dfm,quasisep-gps,TeX,MIT,NA,FALSE,FALSE,FALSE
eddiebergman,TryMe,Python,NA,NA,FALSE,FALSE,FALSE
automl,SMAC3,Python,NA,v1.2.0,FALSE,FALSE,FALSE
solarchemist,bandgaps,R,GPL-3.0,v0.1,FALSE,FALSE,FALSE
Lucaterre,semanticat,NA,NA,NA,FALSE,FALSE,FALSE
tbrown122387,pf,C++,MIT,v1.0.3,FALSE,FALSE,FALSE
fritzfrancisco,acab,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
cogment,cogment-cli,Go,NA,v2.2.0-rc3,FALSE,FALSE,FALSE
moshi4,GBKviz,Python,MIT,v1.2.0,FALSE,FALSE,FALSE
ameen-mcmxc,DS-Lite_Test_Bed,Shell,NA,NA,FALSE,FALSE,FALSE
mainzed,academicmetatool-viewer,HTML,MIT,v1.0,FALSE,FALSE,FALSE
globus-gladier,gladier-client-template,Python,NA,NA,FALSE,FALSE,FALSE
openskope,skopeui,Vue,MIT,v2021.10-alpha,FALSE,FALSE,FALSE
quantum-ods,qmlcourse,TeX,CC-BY-4.0,v1.0,FALSE,FALSE,FALSE
shfischer,MSE_risk_comparison,R,GPL-3.0,preparation,FALSE,FALSE,FALSE
rhematt,Snap-Scraper,Swift,MIT,v0.5.1-b,FALSE,FALSE,FALSE
luispedro,mahotas,Python,NA,v1.4.12,FALSE,TRUE,FALSE
KutukovVitaliy,HomeWork32_5_2,C++,NA,NA,FALSE,FALSE,FALSE
opentja,HKAA-prediction-on-post-operative-X-ray-images,Python,NA,NA,FALSE,FALSE,FALSE
benjaminhempel,PAssT,NA,GPL-3.0,PAssT-v1.0.1,FALSE,FALSE,FALSE
ccbogel,QualCoder,Python,MIT,v1.3.1,FALSE,FALSE,FALSE
rohankumardubey,pca,Python,MIT,1.6.3,FALSE,FALSE,FALSE
JinneGeelen,ML-MoCap,TypeScript,BSD-3-Clause,NA,FALSE,FALSE,FALSE
atishdixit16,rl_robust_owc,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
bigscience-workshop,promptsource,Python,Apache-2.0,v0.2.2,FALSE,FALSE,FALSE
tweber-ill,ill_mirror-takin2-paths,C++,NA,NA,FALSE,FALSE,FALSE
watchexec,clearscreen,Rust,NA,v1.0.9,FALSE,FALSE,FALSE
patriciafiona,Comprehensive-Programming-Final-Projects,Python,NA,NA,FALSE,FALSE,FALSE
jonatanalvelid,Tempesta-RedSTED,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
sandialabs,ufjc,Python,BSD-3-Clause,v1.2.0,FALSE,FALSE,TRUE
caa-datadragons,dragon-ontology,NA,MIT,v1.0,FALSE,FALSE,FALSE
nbouziani,seismic-inversion,Python,MIT,v1.0,FALSE,FALSE,FALSE
PayneLab,cptac,Jupyter Notebook,NA,v1.1.0,FALSE,FALSE,FALSE
aphalo,ggpmisc,R,NA,NA,FALSE,FALSE,FALSE
marvinm2,AOPWikiRDF,Jupyter Notebook,MIT,v1.3,FALSE,FALSE,FALSE
rbturnbull,ausdex,Jupyter Notebook,Apache-2.0,v0.2.2,FALSE,FALSE,FALSE
heihuifei,MyMMDetection,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
olivershetler,pluto-database,NA,Apache-2.0,v1.0,FALSE,FALSE,FALSE
jgalanl,mth-back,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
marekdedic,BP-legacy,Julia,NA,NA,FALSE,FALSE,FALSE
Sobhan10100101,3omega-method-signal-conditioning-circuit-PCB,NA,NA,V1.1,FALSE,FALSE,FALSE
seanpm2001,SeansLifeArchive_Images_ThePlayForge_Tree-World_2022_V2,Elm,GPL-3.0,M5V1.0B,FALSE,FALSE,FALSE
myforkmachine,pyprobml,Python,MIT,NA,FALSE,FALSE,FALSE
nikito060195,Chaos-and-Attractors,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
salu133445,pypianoroll,Python,MIT,v1.0.4,FALSE,FALSE,FALSE
tesselle,tesselle,R,GPL-3.0,NA,TRUE,FALSE,FALSE
bohdaq,rust-web-server,Rust,NA,0.0.7,FALSE,FALSE,FALSE
caltechlibrary,tccon-caltechdata,Python,NA,NA,TRUE,FALSE,FALSE
estevaofuzaro98,introduction-SHM,MATLAB,MIT,NA,FALSE,FALSE,FALSE
ESMValGroup,ESMValCore,Python,Apache-2.0,v2.5.0,FALSE,FALSE,TRUE
eeveetza,p2001,MATLAB,NA,v3.0,FALSE,FALSE,FALSE
viswambher10,fair-code,NA,NA,NA,FALSE,FALSE,FALSE
gahjelle,pyconfs,Python,MIT,v0.5.5-20211020,FALSE,FALSE,FALSE
SAP,performance-regression-data-set,NA,CC-BY-4.0,NA,FALSE,FALSE,FALSE
oskarsh,Controlling-Generative-Systems-with-Audio-Signals,TeX,NA,NA,FALSE,FALSE,FALSE
microbinfie-hackathon2020,CSIS,NA,MIT,1.0.0,FALSE,FALSE,FALSE
kbaran1998,energy-comsumption-project,Python,NA,NA,FALSE,FALSE,FALSE
utec-cs-aed-2021-2,proyecto-grafos-proyecto-6,C++,NA,NA,FALSE,FALSE,FALSE
adamrkenny,sandbox,HTML,NA,v2.5,FALSE,FALSE,FALSE
marekdedic,MilDatasets.jl,Julia,NA,v1.2.0,FALSE,FALSE,FALSE
eli-read-code,ReadCode-faker,Python,MIT,NA,FALSE,FALSE,FALSE
Mtortolani,3W-Anomaly,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
LariCury,Larissas_codes_2022,NA,MIT,0.1.0,FALSE,FALSE,FALSE
Corey4005,SCANAnalysis,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
nicojahn,open-neural-apc,Python,BSD-3-Clause,v1.2,FALSE,FALSE,FALSE
caltechlibrary,pyzify,Makefile,NA,NA,TRUE,FALSE,FALSE
SyngnathZ,DeepKE_MoviesTVs,Python,MIT,NA,FALSE,FALSE,FALSE
MatFi,AnnA.jl,Julia,GPL-3.0,v0.2.1,FALSE,FALSE,FALSE
choe-hyonsu-gabrielle,korean-amr-corpus,NA,CC0-1.0,NA,FALSE,FALSE,FALSE
tami64,BinBRO_UFLP,Roff,NA,NA,FALSE,FALSE,FALSE
cozygene,EHR_MRS_UCLA,NA,NA,NA,FALSE,FALSE,FALSE
maxnutz,res_aut,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
ViCE-model,ViCE-model,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
yypark21,mmdet3d,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
Joscolgan,bter_population_genomics,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
marekdedic,MilDistances.jl,Julia,NA,v1.0.0,FALSE,FALSE,FALSE
ana-bernal,self-Mullineux-SUBS,GAP,NA,NA,FALSE,FALSE,FALSE
PhilipdeRijk,KD,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
decarsg,pykoop,Python,MIT,v1.0.4,FALSE,FALSE,FALSE
RaoulusHPC,deep_residual_voxel_autoencoder,Python,NA,NA,FALSE,FALSE,FALSE
ready4-dev,specific,R,NA,v0.0.0.90780,FALSE,FALSE,FALSE
metacpan,metacpan-cpan-extracted,NA,GPL-3.0,NA,FALSE,FALSE,FALSE
brunotacca,INTRACS,Dart,MIT,1.0.0,FALSE,FALSE,FALSE
LIMO-EEG-Toolbox,limo_tools,MATLAB,NA,v3.2,FALSE,FALSE,FALSE
qanastek,EasyMCDM,Python,MIT,NA,FALSE,FALSE,FALSE
newsWhisperer,floods2021,Python,MIT,v2022.04.01,FALSE,FALSE,TRUE
YuBeomGon,mmd_history,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
zhaodeezhu,drawio-node,JavaScript,NA,NA,FALSE,FALSE,FALSE
thunlp,OpenPrompt,Python,Apache-2.0,v0.1.2,FALSE,FALSE,FALSE
KoyoteScience,real-world-reinforcement-learning,TeX,MIT,v1.0.0,FALSE,FALSE,FALSE
lisc-tools,lisc,Python,Apache-2.0,v0.1.1,FALSE,FALSE,FALSE
larcc-group,mandel-gpu-stream-parallelism,C++,NA,NA,FALSE,FALSE,FALSE
mosdef-hub,mbuild,Python,NA,0.14.2,FALSE,FALSE,FALSE
llrs,BioCor,R,NA,v1.6.0,TRUE,FALSE,FALSE
agkuba,IEC-Data-Analysis,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
mhucka,urial,Python,NA,v1.0.0,TRUE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-2-ti4-0658100-corpoclinico,Vue,CC-BY-4.0,NA,FALSE,FALSE,FALSE
neelsoumya,dsMiscellaneous,R,GPL-3.0,v1.0,FALSE,FALSE,FALSE
ryanxingql,stdf-pytorch,Python,Apache-2.0,v1.0.0,FALSE,FALSE,FALSE
inbo,INBOmd,CSS,GPL-3.0,v0.5.2,FALSE,FALSE,TRUE
gkanogiannis,CassavaWFMapCIAT,R,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
NERC-CEH,nanofase,Fortran,BSD-3-Clause,demo-sofia,FALSE,FALSE,FALSE
castelao,OceanColor,Python,NA,v0.0.11,FALSE,FALSE,TRUE
Dale-Black,DistanceTransforms.jl,Julia,MIT,v0.1.0,FALSE,FALSE,FALSE
larsgeb,psvWave,Jupyter Notebook,BSD-3-Clause,1.0,FALSE,FALSE,FALSE
ratbotlab,ratbotlab.github.io,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
Reself-C,COMAP-MCM-ICM-2022,Python,MIT,NA,FALSE,FALSE,FALSE
caltechlibrary,dibs,JavaScript,NA,v0.5.3,TRUE,FALSE,FALSE
ItsSkynet,drawio-for-collabworkx,JavaScript,Apache-2.0,NA,FALSE,FALSE,FALSE
Jens21,Sim2Real,Python,NA,NA,FALSE,FALSE,FALSE
rahulagrawal048,transformers-for-vision,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
shendric,dateperiods,Python,MIT,v1.1.0,FALSE,FALSE,FALSE
lauraluebbert,grubClub,NA,MIT,grubClub_halloween_release,FALSE,FALSE,FALSE
andylitalo,g-adsa,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
sjkiss,ontario_private_school_enrolment,R,MIT,v1.0.4,FALSE,FALSE,FALSE
Feltriner,MasterThesis,Python,NA,NA,FALSE,FALSE,FALSE
deng-cy,deep_learning_topology_opt,MATLAB,MIT,v1.0.1,FALSE,FALSE,FALSE
MuSAELab,amplitude-modulation-analysis-matlab,MATLAB,MIT,NA,FALSE,FALSE,FALSE
ComplexGroupInteractions,xgi,Python,NA,v0.2,FALSE,FALSE,FALSE
fuqw00,lab,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
simzero-oss,cfd-xyz,JavaScript,NA,v1.0.0-rc.4,FALSE,FALSE,TRUE
seanpm2001,SeansLifeArchive_Images_ThePlayForge_Tree-World_2022_V1,Elm,GPL-3.0,M5V1.0B,FALSE,FALSE,FALSE
ethz-asl,sl_sensor,C++,AGPL-3.0,NA,FALSE,FALSE,FALSE
r-spatial,rgee,R,NA,v.1.1.3,FALSE,FALSE,FALSE
Nance-Lab,textile,Jupyter Notebook,MIT,v1.0.0,FALSE,FALSE,FALSE
SciKit-Surgery,scikit-surgerytrackervisualisation,Python,NA,v0.0.5,FALSE,FALSE,FALSE
tesselle,arkhe,R,GPL-3.0,v0.4.0,TRUE,FALSE,FALSE
valvarezapa,LCD,Julia,MIT,NA,FALSE,FALSE,FALSE
nithinsivadas,uncertainty,HTML,MIT,science,FALSE,FALSE,FALSE
e-mental-health,orange-hackathon,Jupyter Notebook,Apache-2.0,1.0,FALSE,FALSE,FALSE
JanCBrammer,biopeaks,Python,GPL-3.0,v.1.4.4,FALSE,FALSE,TRUE
rstals,Unity-SCORM-Integration-Kit,C#,Apache-2.0,NA,FALSE,FALSE,FALSE
basedosdados,mais,Stata,MIT,v1.6.3,FALSE,FALSE,FALSE
opentja,HKAA-prediction-on-preoperate-images,Python,NA,NA,FALSE,FALSE,FALSE
meshpro,pygmsh,Python,GPL-3.0,v7.1.17,FALSE,FALSE,FALSE
nils-wisiol,pypuf,Python,GPL-3.0,v3.2.1,FALSE,FALSE,FALSE
hallboyone,Parallelized-Alg-for-Persistent-Feas-in-Linear-Syswith-Multiple-External-Switching-Signals,TeX,NA,initial_submission,FALSE,FALSE,FALSE
usnistgov,Differential-Privacy-Temporal-Map-Challenge-assets,Python,NA,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti2-0940100-seek-n-hire,HTML,NA,NA,FALSE,FALSE,FALSE
ArmaanAhmed22,TaskMessenger,Python,MIT,v1.0.2,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,PLF-ES-2021-2-TI1-7946100-educacao-financeira,HTML,CC-BY-4.0,NA,FALSE,FALSE,FALSE
CharlesPikachu,constellation,JavaScript,Apache-2.0,NA,FALSE,FALSE,FALSE
JuliaDataScience,JuliaDataScience,Julia,NA,edition-1,FALSE,FALSE,FALSE
mapequation,infomap,C++,AGPL-3.0,v2.2.0,FALSE,FALSE,FALSE
biaslab,AIDA-data,Julia,NA,NA,FALSE,FALSE,FALSE
trejkev,Ground-Truth-Generator,MATLAB,MIT,v1.0,FALSE,FALSE,FALSE
asenogles,fasterraster,Python,BSD-3-Clause,v0.0.2-alpha,FALSE,FALSE,FALSE
andredelft,flock-learning,Python,MIT,vicsek-instinct,FALSE,FALSE,FALSE
